WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
1937,2019,ssebop,24,4,3381432.46,0,0,5,1983609.69,NA,173358.3,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2020,disalexi,24,1,3381432.46,0,0,5,2135917.33,NA,965226.7,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,eemetric,24,1,3381432.46,0,0,5,2405896.97,NA,1235206.7,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,ensemble,24,1,3381432.46,0,0,5,2295841.4,NA,1125151.1,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,geesebal,24,1,3381432.46,0,0,5,2306544.25,NA,1135853.9,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,ptjpl,24,1,3381432.46,0,0,5,2468915.16,NA,1298224.7,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,sims,24,1,3381432.46,0,0,5,2929677.24,NA,1758986.8,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
1937,2020,ssebop,24,1,3381432.46,0,0,5,1868874.45,NA,698184.3,520,1449091.1934091495,0.42854358635013207,92511.139149,323748.51
2023,2016,disalexi,9,0,1611095.16,0,0,3,973361.97,NA,218030.4,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,eemetric,9,0,1611095.16,0,0,3,977374.36,NA,221231.4,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,ensemble,9,0,1611095.16,0,0,3,996158.51,NA,244506.3,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,geesebal,9,0,1611095.16,0,0,3,887232.21,NA,140505.3,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,ptjpl,9,0,1611095.16,0,0,3,997961,NA,253284.6,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,sims,9,0,1611095.16,0,0,3,1296466.25,NA,529294.9,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2016,ssebop,9,0,1611095.16,0,0,3,958952.81,NA,203431.5,1,1089581.8793179565,0.6762988967814643,166520.0504682,283279.95
2023,2017,disalexi,9,0,1611095.16,0,0,3,1153590.85,NA,27023.8,61,794499.4526420445,0.49314247374565046,186255.76015332,849839.84
