WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
11,2018,eemetric,5,4,491525.22,0,5,1,354937.29,48492.2,56475.1,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
11,2018,ensemble,5,4,491525.22,0,5,1,355280.89,42249.8,53037.3,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
11,2018,geesebal,5,4,491525.22,0,5,1,306464.26,39319.2,9358.2,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
11,2018,ptjpl,5,4,491525.22,0,5,1,353573.31,43356.4,50204,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
11,2018,sims,5,4,491525.22,0,5,1,420616.48,33431.6,117247.1,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
11,2018,ssebop,5,4,491525.22,0,5,1,427707.76,57382.8,124338.4,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
12,2016,disalexi,3,3,1524484.05,0,3,2,829799.92,146655,138568.3,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,eemetric,3,3,1524484.05,0,3,2,1234382.22,280625.1,543150.7,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,ensemble,3,3,1524484.05,0,3,2,1104359.57,181728,413128.1,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,geesebal,3,3,1524484.05,0,3,2,873804.45,132966.1,182573,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,ptjpl,3,3,1524484.05,0,3,2,1041022.13,85942.5,349790.5,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,sims,3,3,1524484.05,0,3,2,1305529.1,111127.8,614297.5,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2016,ssebop,3,3,1524484.05,0,3,2,1329868.2,262962.2,638636.6,1,1013787.4895547224,0.6650036709499993,478590.95986416,1991053.35
12,2017,disalexi,14,3,1870429.52,0,14,3,1111852.99,NA,18639.1,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,eemetric,14,3,1870429.52,0,14,3,1389761.1,NA,224455.8,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,ensemble,14,3,1870429.52,0,14,3,1322805.52,NA,158713.5,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,geesebal,14,3,1870429.52,0,14,3,1091951.65,NA,8290.1,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,ptjpl,14,3,1870429.52,0,14,3,1257678.14,NA,107430.4,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,sims,14,3,1870429.52,0,14,3,1650874.97,NA,482978.8,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2017,ssebop,14,3,1870429.52,0,14,3,1491077.98,NA,323699.3,1,1013878.6379332851,0.5420565849138679,423084.27637476,1991053.35
12,2018,disalexi,14,4,1870429.52,0,14,1,1296909.4,260283.3,314372.8,1,1870429.5232150867,1.0000000017189028,374978.48401728,1991053.35
